Id,Input,Label
20968,0.59445+0.68102i,1
20969,0.60603-0.80072i,1
20970,0.69357-0.89506i,3
20971,0.40494-0.53333i,3
20972,1.0989-0.93919i,3
20973,-0.50967-0.32986i,3
20974,-0.34503+0.37484i,2
20975,0.87696-0.76987i,1
20976,0.21181-0.18061i,3
20977,0.772-0.79298i,1
20978,-0.37392+0.89547i,2
20979,-0.27337-0.92263i,2
20980,-0.46185-0.24011i,2
20981,0.3774-0.30217i,2
20982,-0.46371-0.89248i,2
20983,-1.0333+1.1289i,3
20984,0.96195+0.39569i,2
20985,1.0739-0.5104i,3
20986,0.12568-0.77876i,3
20987,-0.70088+0.76604i,3
20988,0.51924+0.35655i,2
20989,-0.96886+0.98738i,3
20990,-0.44392+0.43658i,3
20991,-0.76145+0.64735i,1
20992,1.0837+0.99595i,2
20993,-0.86799-1.0205i,2
20994,-0.90729+0.2435i,2
20995,0.6961-0.76246i,1
20996,-0.71318+0.87571i,1
20997,0.69313+0.68424i,1
20998,-0.34952-0.30645i,2
20999,-0.91927-0.53337i,3
21000,-0.84655+0.78471i,3
21001,-1.1014+0.084669i,3
21002,0.58636+0.74346i,1
21003,-0.72451-0.773i,1
21004,-0.88935+1.0083i,2
21005,0.17021+0.49157i,3
21006,0.80771+0.85765i,1
21007,0.42663-0.97119i,2
21008,0.75425+0.44714i,3
21009,0.70092-0.64488i,1
21010,0.63686+0.8136i,1
21011,0.71384+0.69195i,1
21012,0.69375-0.53725i,1
21013,-0.65573-0.6544i,1
21014,0.81294+0.80155i,1
21015,-0.19452-0.18596i,2
21016,-0.2321-0.96615i,2
21017,1.114-0.69322i,3
21018,-0.23739+0.30153i,2
21019,-0.68183+0.66252i,1
21020,0.36559+1.0111i,2
21021,-0.38451+0.74068i,3
21022,-0.66994-0.76378i,1
21023,-0.76833+1.0157i,3
21024,1.0667+0.89453i,3
21025,0.79068-0.3097i,3
21026,-0.74979+0.68009i,1
21027,0.65338+0.73978i,1
21028,-0.93492-0.3428i,2
21029,0.4201+0.41292i,3
21030,0.23904-0.89082i,2
21031,0.57198-0.73817i,3
21032,0.98033+0.33669i,2
21033,-0.90696+0.30516i,2
21034,-0.2008+0.47984i,3
21035,-0.63249-0.72552i,1
21036,-0.41737+0.29356i,3
21037,0.68074+0.74082i,1
21038,-0.18087+1.0603i,3
21039,0.66217-0.7026i,1
21040,0.70598-0.18976i,3
21041,0.84748+0.22577i,2
21042,-0.17248-0.57148i,3
21043,-0.78145-0.67207i,1
21044,0.81942-0.31907i,2
21045,1.0974-0.77356i,3
21046,-0.33126-0.40497i,3
21047,-0.88667+0.21389i,2
21048,0.61551+0.5779i,1
21049,0.71767-0.64109i,1
21050,-0.72273+0.7128i,1
21051,1.0492+0.7051i,3
21052,-0.81313-0.75994i,1
21053,-0.60808+0.72034i,1
21054,0.67226-0.70097i,1
21055,0.28354-0.31802i,2
21056,-0.89872+1.1809i,3
21057,-0.77152+0.77554i,3
21058,-0.97952+0.21636i,2
21059,-0.65636+0.72028i,1
21060,-0.78397+0.74506i,1
21061,-0.79695-0.38701i,3
21062,1.0455+0.85955i,3
21063,-0.68274-0.70063i,1
21064,0.72134+0.83335i,1
21065,-0.86473-0.4012i,3
21066,0.24369-1.0088i,2
21067,0.073257+0.53813i,3
21068,0.96196-0.29811i,2
21069,0.77755+1.0539i,3
21070,-0.35392+0.26703i,2
21071,1.134-1.0723i,3
21072,-0.81107+0.84786i,2
21073,-0.29551+1.0289i,2
21074,0.38103-0.75328i,3
21075,0.5489+1.0604i,3
21076,1.0699-0.24144i,2
21077,-0.81131+0.67691i,1
21078,0.71558-0.82287i,1
21079,-0.49218+0.5338i,1
21080,-1.0986+0.082298i,3
21081,0.25723-0.29315i,2
21082,-0.82225+0.76912i,3
21083,-0.78688+0.75293i,1
21084,-0.93185-1.0382i,2
21085,0.70886-0.78072i,1
21086,0.65622-0.70204i,1
21087,-0.81789+0.74668i,1
21088,0.69985-0.61558i,1
21089,-0.37014-0.91493i,2
21090,0.94738-0.8858i,2
21091,-0.70697+0.74564i,1
21092,0.71496+1.0756i,3
21093,-0.68453-0.65362i,1
21094,-0.5008+0.62673i,3
21095,-0.6968-0.23482i,3
21096,-0.8132-0.73352i,1
21097,0.9538+0.95751i,2
21098,0.086548+0.91552i,3
21099,-0.65647+0.79131i,3
21100,1.0883-1.0603i,3
21101,0.72026-0.55732i,1
21102,0.21899+1.0374i,3
21103,-0.27848-0.32619i,2
21104,-0.66258-0.74464i,1
21105,-0.13157+0.57052i,3
21106,0.91189-0.85291i,2
21107,0.94626-0.99958i,2
21108,-0.96231-0.87552i,2
21109,1.1381-0.43857i,3
21110,0.67077-0.74883i,1
21111,0.69474+0.62651i,1
21112,0.87635+0.36608i,2
21113,-1.0147+1.0284i,2
21114,-0.16041+0.13686i,3
21115,0.23851+1.0397i,3
21116,-0.28363+0.29357i,2
21117,1.0266+0.88085i,2
21118,-1.1218+1.1296i,3
21119,-0.61941-0.8525i,1
21120,0.65657+0.77793i,1
21121,0.58418+0.70017i,1
21122,-0.50576+0.89211i,3
21123,0.23383-0.9259i,2
21124,-0.53591-0.67169i,1
21125,0.30338+0.27899i,2
21126,-0.87948+0.85721i,1
21127,-0.43164+0.26963i,2
21128,0.26932+0.98371i,2
21129,0.26124+0.25899i,2
21130,0.45805-0.14569i,3
21131,-0.64063+0.80843i,1
21132,0.70015+0.44887i,3
21133,0.34981-0.94078i,2
21134,-0.77472+0.69279i,1
21135,0.70141-0.7393i,1
21136,-0.77138+0.72819i,1
21137,-0.41626+0.5217i,3
21138,-0.9455+1.0064i,2
21139,-0.7195+0.69388i,1
21140,-0.11738+1.2035i,3
21141,-0.74876+0.72436i,1
21142,-0.95442+0.35643i,2
21143,-0.15311-0.49935i,3
21144,-0.61921-0.71361i,1
21145,-1.0761-0.70494i,3
21146,0.13395+0.6845i,3
21147,-0.96852+0.87815i,2
21148,-0.61489-0.65258i,1
21149,-0.17775-0.27678i,2
21150,0.77479+0.60933i,1
21151,0.37531+0.98094i,2
21152,-1.0975+0.98867i,2
21153,0.69827-0.66265i,1
21154,0.66587-0.48619i,3
21155,0.62832-0.68126i,1
21156,0.18995+1.1038i,3
21157,-0.33077-0.36477i,2
21158,-0.73542-0.58447i,1
21159,0.32057+0.9737i,2
21160,-0.89113-0.76489i,2
21161,-0.4027-0.79288i,2
21162,-0.86082+0.47803i,3
21163,0.69467-0.60633i,1
21164,-0.8163-1.0274i,3
21165,-0.63323-0.7374i,1
21166,-0.85037-0.3209i,2
21167,-0.3459+0.97899i,2
21168,-0.10617-0.3418i,3
21169,0.93154+0.9003i,2
21170,-0.94192-0.90955i,2
21171,-0.83793+0.78237i,1
21172,0.35984-0.26649i,2
21173,0.46463+0.93722i,2
21174,0.50058+0.1115i,3
21175,-0.31521-0.27522i,2
21176,0.80378-0.21325i,3
21177,0.77478-0.76526i,1
21178,-0.46243-0.8598i,3
21179,-0.5798+0.37387i,3
21180,-0.78173-0.59937i,1
21181,0.23484+0.40862i,3
21182,1.0949+0.12023i,3
21183,0.70514+0.68828i,1
21184,0.50254+0.21363i,3
21185,-0.68538-0.80459i,1
21186,-0.84427-0.64143i,1
21187,0.96511-0.2518i,2
21188,-0.19071-0.22998i,3
21189,0.76791-0.40812i,3
21190,-0.44466-0.32457i,2
21191,-0.53885+1.1266i,3
21192,-0.78265-0.73633i,1
21193,-1.0979-0.9684i,3
21194,1.0207+0.45201i,2
21195,-0.30952+0.9434i,2
21196,-0.38161-1.0082i,3
21197,-0.40504+1.0482i,3
21198,-0.95924+0.97577i,2
21199,0.74554-1.0377i,3
21200,-0.56805-0.73368i,1
21201,0.74929+1.0911i,3
21202,-0.69551+0.63898i,1
21203,0.68953-0.84578i,1
21204,-0.54268-0.56864i,3
21205,-0.16755+0.28356i,3
21206,-0.8196-0.41262i,2
21207,-0.56082+0.42669i,3
21208,-0.63011-0.7094i,1
21209,-0.24537-0.27177i,2
21210,-0.6992+0.75523i,1
21211,0.82834+0.73575i,1
21212,0.7513-0.69832i,1
21213,-0.11451+0.50545i,3
21214,-0.98996-0.401i,2
21215,1.046-0.95886i,2
21216,0.36876+0.37744i,2
21217,-0.36516-0.98887i,2
21218,0.31517-0.9058i,2
21219,-0.66328+0.77396i,1
21220,-0.14084-1.0425i,3
21221,-0.94634-0.87428i,2
21222,1.1146+0.45886i,3
21223,-1.1336+0.51503i,3
21224,-0.020557-0.83351i,3
21225,-0.72465-0.62066i,1
21226,-0.46118+0.21486i,2
21227,0.80526+0.6702i,1
21228,0.8985-0.34544i,2
21229,0.35425+0.27869i,2
21230,0.76259+0.60204i,1
21231,0.093994+0.45414i,3
21232,-0.43154-0.46056i,3
21233,0.89502-0.27886i,2
21234,0.17534-0.15688i,3
21235,-0.89573+0.35574i,2
21236,-0.6285+0.64731i,1
21237,-0.8074+0.21209i,3
21238,1.0616-0.38068i,2
21239,-0.75058-0.76704i,1
21240,-0.84658+0.69687i,1
21241,0.76001-0.81434i,1
21242,-0.16819+0.090916i,3
21243,0.28003-0.88335i,2
21244,-0.74685+0.61054i,1
21245,-0.36222-1.0454i,2
21246,-0.27667+0.37592i,2
21247,0.65384-0.55001i,1
21248,-0.65972-0.58405i,1
21249,0.20075-0.9927i,3
21250,0.78289-0.77158i,1
21251,-0.35416+0.94516i,2
21252,0.31104+1.0652i,3
21253,0.60823+0.74949i,1
21254,-0.45104-0.74167i,3
21255,-0.22494+0.27078i,2
21256,0.33322+0.40488i,2
21257,-0.98922+0.96209i,2
21258,-0.76659-0.65651i,1
21259,1.0279+0.33851i,2
21260,-0.87945+0.2991i,2
21261,0.82313+0.17966i,3
21262,-0.78366+0.72645i,1
21263,0.76405+0.5301i,1
21264,-0.34138+0.37649i,2
21265,0.77941-0.45737i,3
21266,-0.72365+0.73549i,1
21267,1.0255+0.20467i,2
21268,-0.33594-0.38571i,2
21269,-0.69493-0.72118i,1
21270,-0.31717-0.30124i,2
21271,-0.75138+0.76153i,3
21272,-0.64638-0.70878i,1
21273,0.95743+0.98882i,2
21274,0.78673-0.6328i,1
21275,-0.048316+0.99677i,3
21276,0.55277+0.42621i,3
21277,1.0147-0.28225i,2
21278,-0.25496+0.22017i,2
21279,0.19218-0.47019i,3
21280,-0.35766-0.25868i,2
21281,1.0682-1.0425i,2
21282,0.91335-0.27354i,2
21283,1.1124+0.76225i,3
21284,-0.885-0.99546i,2
21285,-0.44445+0.94613i,2
21286,0.14022-1.1188i,3
21287,-0.1607+0.50401i,3
21288,0.71978+0.83905i,1
21289,0.81265+0.93631i,2
21290,-0.77057-0.65074i,1
21291,1.1317-0.98076i,3
21292,-0.53812-0.93533i,3
21293,-0.86302-1.0526i,3
21294,-0.18175-0.82718i,3
21295,0.68745+0.72446i,1
21296,-0.22768+0.95796i,3
21297,-1.0278+0.2897i,2
21298,0.27753+0.30809i,2
21299,0.075777-1.1176i,3
21300,0.77633+0.46788i,3
21301,0.72202+0.78855i,1
21302,0.69854-0.75485i,1
21303,0.37839+0.98761i,2
21304,-0.82452-0.70336i,1
21305,0.92469+0.28874i,2
21306,0.91273+0.33874i,2
21307,0.40118+1.1041i,3
21308,-0.81703+0.13786i,3
21309,-0.38743+1.0408i,2
21310,-0.77348+0.73923i,3
21311,0.75527+0.7672i,1
21312,-0.94404-0.23405i,2
21313,-0.68781+0.73423i,1
21314,-0.63441+0.8031i,1
21315,0.67519-0.77771i,1
21316,0.78748-1.0402i,3
21317,-0.61772+0.61579i,1
21318,-0.38684-0.25956i,2
21319,-0.29115-0.97175i,2
21320,-0.8174-0.65234i,1
21321,-0.93839-0.20914i,3
21322,0.82902-0.7372i,3
21323,0.72824+0.63764i,1
21324,0.80601+1.1748i,3
21325,0.66538+0.76765i,1
21326,0.76053+0.49963i,3
21327,0.82079-1.0413i,2
21328,-0.76664+0.60633i,1
21329,-0.75102-0.72466i,1
21330,0.8963+0.9788i,2
21331,0.63196-0.68806i,1
21332,0.50316-1.1586i,3
21333,-0.098463-0.4204i,3
21334,0.43916+0.79533i,3
21335,-0.72269-0.80531i,1
21336,-0.74753+0.62786i,1
21337,0.76662-0.73864i,1
21338,0.43175+0.71467i,3
21339,-0.40094+0.99714i,2
21340,0.70682+0.74317i,1
21341,0.71461+0.71586i,1
21342,-0.14261+1.0403i,2
21343,-0.33062+0.99055i,2
21344,1.1397-1.0726i,3
21345,1.0291-0.87807i,2
21346,0.80662+0.67769i,1
21347,-0.74794+0.72488i,1
21348,0.31548+1.0147i,2
21349,0.70047-0.82625i,1
21350,0.3366+1.0035i,2
21351,-0.49881+0.8664i,2
21352,0.32625-0.89211i,3
21353,-0.25873-0.20713i,2
21354,0.73293+1.0807i,3
21355,0.22343+0.90481i,2
21356,0.36747+0.2975i,2
21357,-0.095923+0.76084i,3
21358,-0.80203-0.72748i,1
21359,-0.75924+0.67215i,3
21360,1.0859+1.0124i,2
21361,-0.35571+0.97216i,2
21362,-0.27467-0.92933i,2
21363,-0.72931+0.70206i,1
21364,0.72203+1.1193i,3
21365,-1.2014+1.0739i,3
21366,-0.55384+0.82514i,3
21367,0.78457-0.7026i,1
21368,0.68212+0.84505i,1
21369,0.82789-0.43602i,3
21370,0.69404+0.6928i,1
21371,-0.68045-0.47286i,1
21372,-1.0386-1.0148i,2
21373,0.67713+0.70587i,1
21374,-0.8421-0.17025i,3
21375,-0.74613-0.67771i,1
21376,-1.0398-0.79271i,2
21377,-0.69443+0.6064i,1
21378,0.78117+0.67809i,1
21379,-0.74301-0.39046i,3
21380,0.6613-0.78629i,1
21381,-0.95252-0.34017i,2
21382,-0.96399+0.70793i,3
21383,-0.31129-0.88208i,2
21384,0.80479-0.804i,1
21385,0.74742+0.41156i,3
21386,0.86343+0.6706i,1
21387,-0.6952-0.67324i,1
21388,-0.40124+0.68781i,3
21389,0.45738+0.81776i,3
21390,-0.51906+0.15861i,3
21391,-0.66688+0.77837i,1
21392,-1.0863+1.0261i,3
21393,0.2565+0.90448i,2
21394,0.43734-0.32845i,2
21395,1.0722+0.065333i,3
21396,-1.0565+0.23622i,2
21397,0.66692-0.65437i,1
21398,1.1133-0.62234i,3
21399,1.1948+0.32417i,2
21400,-0.94578+0.24629i,2
21401,0.29664+1.0092i,2
21402,0.65491+0.74841i,1
21403,-1.0254-0.29825i,2
21404,0.89386-1.0906i,2
21405,1.1113+0.35087i,3
21406,0.30067-0.90834i,2
21407,0.51436-1.0771i,3
21408,-0.9532-0.23432i,2
21409,-0.89447+0.93344i,2
21410,-0.11539+0.43255i,2
21411,0.14612-0.16187i,3
21412,0.14104+0.95701i,2
21413,0.49687-0.46439i,3
21414,0.69584+0.72863i,1
21415,-0.98972-0.91112i,2
21416,-0.37772+0.39605i,2
21417,0.36699+0.92957i,2
21418,0.471-0.42276i,3
21419,-0.18318+0.73529i,3
21420,0.71106-0.70215i,1
21421,-0.71339+0.748i,1
21422,-0.57462+0.83384i,1
21423,0.49235-1.1424i,3
21424,-0.78902-0.73888i,1
21425,-0.31181-0.2643i,2
21426,0.99114-0.98441i,2
21427,0.9341+0.32449i,2
21428,-0.41239+0.25415i,2
21429,-0.94795-0.42245i,3
21430,0.32568+0.23398i,2
21431,-0.83063+0.6106i,1
21432,-0.36155-0.3403i,2
21433,-0.77064+0.68861i,1
21434,-0.65602-0.62522i,1
21435,-0.60635+0.83546i,1
21436,-0.78544+0.69497i,3
21437,-0.51051+0.53905i,3
21438,0.9781+1.1002i,3
21439,0.83003-0.58995i,1
21440,-0.67878-0.68411i,1
21441,-0.9763-0.9703i,2
21442,-0.052778-0.37329i,3
21443,0.69806-0.6219i,1
21444,0.64705+0.74864i,1
21445,1.1298+0.39126i,2
21446,0.43809-0.89624i,3
21447,-0.81685+0.91887i,3
21448,0.72257+0.88451i,1
21449,0.16514+0.38199i,3
21450,0.67287-0.69581i,1
21451,0.38113+0.38476i,2
21452,0.35135-0.26966i,2
21453,0.43724-0.19028i,3
21454,-0.14863+0.22207i,3
21455,0.23304+0.42318i,2
21456,0.16796-0.79968i,3
21457,-1.056-1.0036i,3
21458,-0.99027+0.13471i,3
21459,-0.95395+0.98812i,2
21460,0.3556-0.90384i,2
21461,1.2052+1.1845i,3
21462,-0.62715-0.61781i,1
21463,0.42344-1.1583i,3
21464,0.94549-0.89384i,2
21465,-0.74399-0.69291i,1
21466,-1.1444-1.0383i,3
21467,-0.5904-0.80613i,1
21468,-0.55282-0.65903i,1
21469,0.32554+0.91372i,2
21470,1.1167-0.51991i,3
21471,-0.53632-0.74578i,1
21472,-0.63601+0.73467i,1
21473,1.0034-0.21317i,2
21474,-0.68544-0.75526i,1
21475,0.73401-0.73071i,1
21476,-0.17623-1.1585i,3
21477,0.71603+0.6511i,1
21478,-0.62839+0.62978i,1
21479,-0.58288-0.71982i,1
21480,0.66159-0.77993i,1
21481,0.72294+0.66508i,1
21482,-0.40312+0.34212i,2
21483,0.92028+0.23597i,2
21484,0.32399+0.31902i,2
21485,-0.62808-0.72956i,1
21486,-0.90491-0.94576i,2
21487,-0.51135+0.75319i,3
21488,0.36773-0.31436i,2
21489,0.90506-0.40535i,2
21490,-0.42047-0.65832i,3
21491,-0.72459+0.81389i,1
21492,1.0334-0.70619i,3
21493,1.0288+0.35799i,2
21494,-0.9807+0.98445i,2
21495,-0.080532-0.54768i,3
21496,0.95342+0.36948i,2
21497,-0.7484+0.68334i,1
21498,-0.73289+0.65576i,1
21499,-0.70535+0.85176i,1
21500,0.46259-0.94733i,3
21501,0.90184+0.39001i,2
21502,-1.0533-1.0116i,2
21503,0.93119-0.31701i,2
21504,0.90584+1.0209i,2
21505,-0.96998-0.95855i,2
21506,0.72844-0.6413i,1
21507,0.76743+0.77437i,1
21508,0.2833+0.29372i,2
21509,-0.7387+0.44474i,1
21510,0.4636-0.16014i,3
21511,-0.72147+0.88785i,1
21512,1.0479-1.1528i,3
21513,-0.16071-0.1964i,3
21514,1.1268+0.95029i,3
21515,-0.32722-0.27872i,2
21516,1.0538+0.85908i,3
21517,-1.1243+0.93508i,2
21518,-0.68502-0.73042i,1
21519,0.64637-0.77424i,1
21520,-0.96177-1.1244i,3
21521,-0.96893+0.99729i,2
21522,-0.6156+0.61477i,1
21523,-0.7264-1.0769i,3
21524,-0.6572-0.84552i,3
21525,0.041053+0.62319i,3
21526,-0.43608-0.8042i,3
21527,-0.25717-0.23273i,2
21528,-0.65699+0.60356i,1
21529,-0.15193-0.51365i,3
21530,0.48508+0.73611i,3
21531,-0.15963+0.42436i,3
21532,0.68005+0.71505i,1
21533,-0.67468+0.70072i,1
21534,-0.63793+0.7242i,1
21535,-0.81976+0.75731i,1
21536,-0.96565+0.25136i,2
21537,-0.72812+0.80733i,1
21538,0.83315+0.16245i,2
21539,-0.4251+0.52958i,3
21540,0.64287-0.6505i,1
21541,0.84102+0.30277i,2
21542,-0.38109-0.86388i,2
21543,-0.3888-0.32275i,2
21544,0.73922+0.75384i,1
21545,0.50954-1.0122i,3
21546,1.1775-0.47739i,3
21547,-0.73095-0.63088i,1
21548,-0.9409+0.31708i,2
21549,-0.31362-0.22435i,2
21550,-0.68699+0.60023i,1
21551,-0.89546-0.36943i,3
21552,0.64666-0.68125i,1
21553,0.40971+0.38576i,3
21554,1.0012+0.86599i,2
21555,0.10632+0.21745i,3
21556,-0.64678+0.79559i,1
21557,-1.1285+0.52464i,3
21558,-0.66257-0.66152i,1
21559,-0.24306-0.13893i,3
21560,-0.80291-0.79023i,1
21561,-1.1838+0.40456i,3
21562,0.82299+0.61372i,1
21563,-0.66883-0.69929i,1
21564,0.74193-0.63489i,1
21565,0.80027-0.90282i,1
21566,-0.30649-1.0126i,2
21567,1.119-1.1026i,3
21568,-0.18522-0.98821i,2
21569,-0.65175-0.68145i,1
21570,0.76992+0.69883i,1
21571,0.43701-1.0719i,3
21572,0.52088-0.80219i,3
21573,0.75216-0.64091i,3
21574,-0.67905+0.52663i,3
21575,-0.32345-1.004i,2
21576,-0.41756-0.39977i,3
21577,0.82199-0.3716i,2
21578,-0.19252+0.28703i,2
21579,-0.9148-0.39277i,2
21580,-0.88432-1.0986i,3
21581,-0.44845+0.31741i,2
21582,-0.96985+0.41856i,2
21583,1.0589-0.36148i,3
21584,0.6284-0.73916i,1
21585,-0.56781-0.65897i,1
21586,-0.98756-1.1566i,3
21587,-0.25937-1.1113i,3
21588,0.33172-0.85702i,2
21589,-0.74487+0.75969i,1
21590,1.0924+0.96354i,2
21591,-0.84128-0.19474i,3
21592,1.1166-0.75276i,3
21593,-0.62314-0.71064i,1
21594,-1.0921+0.94777i,2
21595,0.78522+0.23308i,3
21596,0.97601-0.9833i,2
21597,1.0391+1.0477i,2
21598,-0.66948+0.80413i,1
21599,0.86674-0.33881i,2
21600,0.83563+0.80015i,1
21601,-0.12669-0.42028i,3
21602,-0.66316-0.62006i,1
21603,-0.7665-0.69933i,1
21604,0.5134+0.966i,3
21605,1.0743+0.94886i,3
21606,0.69231+0.73183i,1
21607,-0.75368+0.97234i,3
21608,0.76456+0.7481i,1
21609,0.15019-0.15429i,3
21610,1.0741-0.48368i,3
21611,0.25906+0.91777i,2
21612,-0.9288+0.21884i,2
21613,-0.95738-1.0387i,2
21614,-0.27265-0.44102i,3
21615,-1.0448+0.26387i,2
21616,0.63581+0.782i,1
21617,-0.70837-0.2059i,3
21618,-1.0133+0.82122i,3
21619,-0.1924-0.92757i,3
21620,-0.71211+0.62507i,1
21621,1.0278+0.50455i,3
21622,0.34582-0.88681i,2
21623,0.80118+0.70256i,1
21624,-0.70271+0.7641i,1
21625,-0.42964-0.19223i,3
21626,0.41694+1.0054i,3
21627,-0.10197+1.1236i,3
21628,-0.95521+0.80222i,3
21629,-0.72405-0.69729i,1
21630,1.0267+0.75912i,3
21631,-0.34945-0.88973i,2
21632,0.88776+0.90897i,2
21633,-0.75668-0.85383i,3
21634,-0.88458+0.33664i,2
21635,-0.77175+0.21027i,3
21636,0.67606-0.76828i,3
21637,0.71031-0.17576i,3
21638,0.37075-0.32826i,2
21639,-0.26782+0.91835i,2
21640,-1.0761+0.20988i,3
21641,-0.80047-0.74152i,1
21642,0.59433-0.13788i,3
21643,0.67352-0.77901i,1
21644,0.26572+0.18425i,3
21645,-0.65352+0.79761i,1
21646,0.36766-0.324i,2
21647,-0.86715+0.96217i,2
21648,-0.71738-0.73231i,1
21649,-1.0868-0.73802i,3
21650,0.16945+0.42663i,3
21651,0.73802-0.86951i,1
21652,0.3025-1.0244i,2
21653,0.78234+0.65914i,1
21654,-0.36878-1.0167i,2
21655,0.93611+0.383i,2
21656,0.69504+0.64155i,1
21657,-0.37738-0.32801i,2
21658,0.6567+0.75174i,1
21659,-0.60504-0.72836i,1
21660,0.66794+0.81658i,1
21661,-0.52051+0.76457i,1
21662,-0.66639+0.66791i,1
21663,0.25096-0.30399i,2
21664,0.69844+0.08431i,3
21665,0.72939+0.72836i,1
21666,-0.43759+1.0389i,3
21667,-0.23632-0.35133i,2
21668,0.70523-0.65844i,1
21669,0.64785-0.64259i,1
21670,-0.58755-0.79742i,1
21671,0.91803-1.0637i,2
21672,-0.39909+0.4073i,3
21673,-0.76265-1.1709i,3
21674,-0.73441+0.63741i,1
21675,0.036613-0.33064i,3
21676,-0.40715+0.48592i,3
21677,-0.63545-0.69001i,1
21678,-0.1791+0.43101i,3
21679,-0.87012-0.7352i,1
21680,0.71052-0.78073i,1
21681,-1.0071+0.91511i,2
21682,-0.28615-0.36139i,2
21683,-0.29022+0.37151i,2
21684,-0.9032+0.97299i,2
21685,-0.6782-0.71173i,1
21686,-0.7836-0.68532i,1
21687,-0.7633-0.58402i,3
21688,0.13783+0.83889i,3
21689,1.0515+0.91057i,2
21690,-0.73237+1.0277i,3
21691,0.17173-0.34617i,3
21692,-0.68066+0.61722i,1
21693,-0.71626-0.83255i,1
21694,0.30372+0.28411i,2
21695,-0.045279+0.10657i,3
21696,-0.77557-0.73423i,1
21697,1.1056+1.1304i,3
21698,0.27964+0.26648i,2
21699,-0.71636-0.77077i,1
21700,-0.98908-0.5542i,3
21701,-0.39775+0.44414i,3
21702,-0.51938+0.43983i,3
21703,-0.36039+0.87868i,2
21704,0.32062+0.78436i,2
21705,0.28333+0.81846i,2
21706,-0.88537-1.005i,2
21707,0.65105-0.73141i,1
21708,-0.78892+0.53252i,1
21709,0.98449-0.21756i,2
21710,1.0926-1.0441i,3
21711,-0.70976+0.73423i,1
21712,-0.17112-0.71934i,3
21713,0.69163-0.7414i,1
21714,0.23901-0.1084i,3
21715,0.68751+0.7927i,1
21716,0.69428-0.65596i,1
21717,0.76979+0.68172i,1
21718,-0.065588-0.78459i,3
21719,0.75161+0.69569i,1
21720,0.98785-0.28562i,2
21721,-0.74161+0.75157i,1
21722,0.83779+0.74426i,1
21723,0.79869-0.95625i,3
21724,-0.60967+0.68982i,1
21725,-0.91499-1.0459i,2
21726,-1.0684-1.1116i,3
21727,0.58321-0.22296i,3
21728,0.79029+0.73548i,1
21729,0.74391-0.7536i,1
21730,-0.91877+0.91053i,2
21731,0.081482-0.72446i,3
21732,0.71786+0.42105i,3
21733,-0.65076+0.78014i,1
21734,0.27138+0.92519i,3
21735,0.8929+0.8447i,1
21736,0.2774-0.26628i,2
21737,1.177+0.07137i,3
21738,-0.65944+0.74569i,1
21739,0.65413+0.71619i,1
21740,-0.75771+0.74275i,1
21741,0.70641+0.73872i,1
21742,0.64764+0.65894i,1
21743,1.0671-0.32119i,3
21744,-0.99576+0.95343i,2
21745,1.046+1.0252i,3
21746,1.04+1.0253i,2
21747,1.0236-1.0277i,2
21748,1.0179-0.097925i,2
21749,-0.92821-0.92235i,2
21750,-0.46227-0.92173i,2
21751,-0.76684-1.0007i,3
21752,-0.77473+0.61535i,1
21753,-0.78791+0.68794i,1
21754,0.88778+0.85306i,2
21755,-0.89353+1.0282i,2
21756,0.3144-1.0254i,2
21757,-0.40959+0.29781i,2
21758,1.0471-0.81027i,3
21759,-0.85928+0.75017i,1
21760,-0.72917-0.6751i,1
21761,-0.16519+0.95637i,3
21762,0.84305-0.36329i,2
21763,0.68165-0.5857i,1
21764,0.27578-0.8918i,2
21765,0.72429+0.68501i,1
21766,-0.86112-0.27532i,2
21767,0.092817+0.21566i,3
21768,-0.39742+1.1209i,3
21769,-0.30524+0.89157i,2
21770,-0.18308-0.12643i,3
21771,1.1846+0.90873i,3
21772,0.61079+0.81634i,3
21773,0.42794-0.62969i,3
21774,0.63471-0.8059i,1
21775,-0.97261-0.85604i,2
21776,-0.73596+0.89117i,3
21777,0.79725+0.74283i,1
21778,-1.0007-0.94511i,2
21779,-0.29346-0.14517i,2
21780,-1.064-0.31824i,2
21781,0.9452-0.1405i,2
21782,-0.43815-1.1396i,3
21783,-0.50636-0.49205i,3
21784,0.37478-0.85639i,2
21785,-0.71123-0.72697i,1
21786,0.49448+0.57407i,3
21787,-0.029916-0.73165i,3
21788,0.97438-0.42062i,3
21789,-1.0334-0.73657i,3
21790,0.082516-0.45661i,3
21791,0.6652+0.61274i,1
21792,-0.67759-0.69622i,1
21793,-0.95991-0.38276i,2
21794,-0.65251+0.6683i,1
21795,0.70205+0.82738i,1
21796,-0.72515+0.71842i,1
21797,0.99271-0.24003i,2
21798,0.72896+0.85858i,1
21799,-0.72825+0.61758i,1
21800,0.78068-0.78158i,1
21801,-0.63984-0.66419i,1
21802,-0.25084+0.30181i,2
21803,0.66212-0.55216i,1
21804,-0.090803-1.1412i,3
21805,-0.07241+0.77952i,3
21806,-0.88945-1.0401i,2
21807,0.76941+0.40667i,2
21808,-0.83725-1.0396i,3
21809,0.38417+0.47508i,2
21810,-0.76118-0.50034i,1
21811,0.34867+0.18228i,3
21812,-0.94873+0.36784i,2
21813,-1.1896-0.98022i,3
21814,-1.0236-0.93128i,3
