Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input
457,0.29976-0.058963i,-0.1986+0.43464i,0.11846-0.93791i,-0.028674+0.901i,-0.041131+0.056332i,-0.24951-1.1875i,-0.71442+0.93597i,-0.23175-0.068798i,0.029733-0.46128i,1.2491+0.26509i,-0.43907+0.87055i,0.46902-0.53085i,-0.78509-1.0068i,0.073214+1.4728i,-0.11311+0.07356i,0.80445-0.41024i,-0.25412-0.12677i,-0.99343-0.12895i,0.37346+0.81233i,0.13466-0.2694i,-1.0737-0.092826i,0.58029-1.2411i,0.34596+1.0839i,-0.01907+0.076046i,-0.29144+0.47703i,0.40993-0.63284i,0.33375-0.34331i,-0.21988+1.3753i,-0.44181-1.7045i,0.70733+1.3307i,-1.0129+0.017473i,0.86557+0.11596i,0.15038-0.8427i,-1.3707+0.6078i,1.3583-0.68612i,-1.3746+0.61242i,0.56818+0.46235i,-0.62346-0.84395i,1.5488-0.082073i,-0.70451+0.63723i,0.10422+0.70081i,-0.86443-0.31361i,0.35873-0.73707i,0.42647+0.17977i,-0.1288+1.0547i,0.16136-0.13798i,-0.86132-1.0031i,-0.52328+0.55933i,0.82123+0.11022i,0.50455-0.6854i,-0.41581+0.10356i,-0.14788+1.0223i,-0.074945-1.5827i,-0.30415+1.1899i,0.57246+0.55466i,0.43505-0.54099i,-1.5606+0.13238i,0.60869-1.2253i,-0.44183+0.55582i,-0.067473-0.12813i,1.0167+0.66364i,-0.019111+0.18063i,-0.19394-1.0976i,-0.37495+0.61533i,0.56529-0.13564i,0.076655+0.047477i,-0.41505-0.87875i,0.18385+0.42875i,0.3078-0.45216i,-0.30127-0.34912i,0.3511+1.1013i,-0.14168-0.58725i,0.027382-0.075726i,0.39789+0.24578i,-0.58733+0.17101i,0.43918-0.79032i,-0.75481+0.34389i,0.23437+0.094821i,-0.20224-0.65861i,0.47162+0.73776i,-0.17735-0.55726i,-0.24581+0.33628i,0.99578+0.10735i,-0.14709+0.49148i,0.19469-0.85482i,-0.81565-0.15145i,0.7808+0.3642i,-0.375-0.89521i,-0.73521+0.93155i,0.52254+0.43984i,0.23031+0.36879i,-0.055061-1.4663i,0.25147+0.51971i,-0.043822-0.62127i,-0.26572+1.2851i,0.14049-0.23605i,0.91832-0.4148i,-0.89764-0.68352i,0.97161+0.96878i,-1.1993+0.34153i,0.39226-0.41376i
458,-0.1975-0.94193i,0.3313+1.1123i,-0.071044+0.055715i,-0.15341-0.54465i,-0.4822+0.68233i,0.27254-1.3831i,0.45327+0.071107i,0.089933+1.5479i,0.68117-0.9071i,-0.94649+0.95065i,0.82333-0.40104i,-0.89068-0.0377i,-0.34478+0.31083i,0.0011387-0.96127i,1.3814+0.23368i,-0.67569+0.53416i,-0.62461+0.20522i,0.49184-0.11292i,-0.82021-0.48842i,1.1783-0.32511i,0.25136+0.6348i,0.40472-0.23379i,-0.5406-0.46824i,0.12209-0.10257i,0.87933+0.41719i,-0.70714+0.60338i,0.58051-0.040928i,-0.41465+0.91236i,-0.47929-0.038249i,0.24304+0.41157i,-0.09903+0.22977i,-0.69401-1.3788i,1.0122-0.0055547i,-0.6353+1.111i,-0.49319-0.16798i,0.78153-0.45573i,-1.2369+0.25969i,0.71349-0.58026i,0.0034868-0.095135i,-0.22704+0.29678i,1.2028-0.21906i,-1.2093-0.32076i,1.1314+0.64044i,-0.40865+0.86034i,0.19745-0.13486i,-0.21292-1.1555i,-0.39745+0.65395i,-0.060843-0.042565i,0.41765+0.89618i,-0.40766-1.7069i,0.72867+1.3365i,-0.62587+0.30073i,-0.24068-0.56332i,-0.46437-0.28984i,1.5373-0.055869i,-0.42833+0.20226i,-0.7964+0.52865i,1.1143-0.21377i,-0.99012-0.69879i,0.25952-0.53873i,-0.69175+0.8839i,0.97586-0.97551i,0.21642+0.52562i,0.34723-0.35536i,-0.59972-0.54214i,0.94859+0.98403i,0.37026-0.28135i,-0.87565-0.72454i,-0.31218+1.174i,0.66607-1.1362i,-0.12856+0.24185i,0.51632+0.84586i,0.15334-0.84585i,0.54707+0.26191i,-0.79061-0.10062i,0.2787-0.48659i,-1.0364+0.74445i,1.0844-0.30075i,0.47362+0.2988i,-1.2706-0.30277i,-0.33577+0.26157i,-0.28036-0.12704i,0.93869+0.69924i,-1.1995-0.60135i,1.3535-0.70098i,-0.2134-0.25971i,0.22354+0.51139i,-0.15373+0.39637i,-0.47231-0.85518i,0.12209+0.44014i,0.79648-0.55952i,-0.11264+0.3615i,-0.4629-0.87291i,0.37658+1.7055i,-0.57772-0.66079i,-0.71363+0.087581i,1.3473-0.6822i,-0.23799+1.3822i,-0.0841+0.23436i,-0.31526-1.084i,0.11337+0.26592i
459,-0.21664-0.60522i,-0.20616+1.0589i,0.40929-0.060825i,0.8025-0.4024i,0.30704-0.037207i,-0.46641-0.36859i,0.40426+1.1504i,0.092228-0.31849i,-1.0945-0.5121i,0.29275+0.9348i,0.9303-0.60325i,0.22957+0.36784i,-0.71917+0.91692i,0.59259-1.2271i,-0.19693+0.26184i,0.25833+0.94742i,0.060017-0.29588i,-0.9331-0.037541i,1.2567-0.44317i,-0.83943+0.1658i,0.49837-0.012573i,-0.0029388+1.328i,-0.75773-1.5803i,1.1731+0.051199i,-1.2163+0.8654i,-0.57444-0.26412i,0.10758+0.1309i,1.1279+0.096621i,-1.0614-0.58369i,0.27298+0.15963i,0.080226+0.60377i,-0.95048-0.18778i,0.93125-0.92679i,-0.45526+0.3284i,-0.42498-0.3493i,0.68256+0.66034i,0.32054-0.42942i,0.75152-0.032858i,-0.57438+0.86754i,-0.31609+0.51412i,-0.71361-0.49788i,0.68435+0.31528i,-0.97387-0.80159i,0.99879+0.26977i,0.43039+0.32834i,-0.91751+0.033493i,0.12131+0.19747i,-0.61094-0.3272i,1.3276-0.15844i,-1.6832+0.42067i,0.52358-0.073748i,-0.019427+0.33171i,1.2129-0.6396i,-1.7787+0.62185i,1.025-1.0973i,-0.19949-0.35948i,0.73431+0.50834i,-0.068038+0.69768i,-0.34711-0.16412i,0.61604-0.034146i,-0.69852+0.90096i,0.76152-0.39416i,0.18249-0.34441i,-0.4825+0.1507i,0.23074+0.13631i,-0.39006+0.29713i,-0.11468-1.3957i,0.17455+0.37142i,-0.096914+0.8914i,0.52263-9.802e-05i,0.56675-0.30613i,-1.6196-0.084476i,0.77271-0.60195i,-0.63854+0.15215i,0.47988-0.62615i,0.99987+0.48727i,-0.838+1.018i,-0.85972-0.39842i,0.094047-0.90962i,1.2264+0.40601i,-0.25695-0.48161i,-1.0575+0.76122i,1.0019+0.53594i,-0.45783-0.35539i,-0.26959-0.10147i,0.60109-0.57101i,-0.94876+0.057277i,0.57455+0.80397i,0.5068-1.0868i,-0.052185+1.424i,-0.5657+0.14394i,1.1394-0.87385i,-0.90994+0.93132i,0.9398-0.53526i,-0.17938+0.65645i,-0.22258+0.55857i,-0.38885-0.83903i,-0.1535+0.93228i,0.99423-0.70441i,-0.79606-0.035609i,0.051087+0.12912i
460,-1.0031+0.20979i,0.5664+0.47483i,-0.64286-0.79347i,0.41323+0.7766i,-0.14263+0.11229i,0.021024-0.92257i,0.75204+0.46136i,-0.88157-0.071797i,0.45178+0.8318i,-0.47734-1.7362i,0.20228+0.43896i,0.77254+0.50049i,-0.74696+0.63503i,0.71073-0.98614i,0.52916+0.28785i,-1.1669-0.32755i,0.60478+1.3955i,-0.17925-0.40426i,-0.23341-1.2113i,-0.15684+0.21754i,0.24275-0.50512i,0.29889+1.0387i,-1.0948-0.080618i,1.7373-0.40719i,-0.96776+0.96717i,0.6818-1.0131i,-0.80004-0.18094i,0.6562-0.30094i,-0.50694+0.0051289i,0.59604+1.3782i,-0.95796-1.0088i,0.73757+1.0512i,-0.11698+0.21836i,-1.2736-0.5866i,1.6979-0.38206i,-1.2924+0.66611i,1.3888-0.64637i,-1.6871+0.40576i,1.7515-0.39299i,-0.041065+0.48518i,-0.6578-0.39311i,0.19132+0.55515i,0.33899+0.36468i,-0.53224-1.3966i,1.2362+0.60094i,-0.75026-0.10163i,0.27827-0.44537i,-0.25336-0.37852i,1.2224+0.65855i,-0.59788+1.222i,-0.19276-0.43269i,0.5051-0.63894i,-0.23874+1.4002i,0.17075-0.18886i,-0.74395-0.33338i,0.562-0.14695i,-0.47105+0.79524i,0.79361-0.34791i,-0.013675-0.51839i,0.012894+1.0049i,-0.56389-1.4055i,-0.70765+0.89859i,0.901+0.70656i,-0.94234-0.96538i,0.78082-0.60258i,-0.81119+0.39943i,0.9366+0.014193i,-0.93157-0.1011i,0.62919+0.38648i,-0.78351-0.46575i,-0.36132+0.22306i,0.54325+0.45745i,0.6706-1.0128i,-0.0050033+1.0046i,-0.84052-0.99472i,0.25165-0.5455i,0.048638+1.5031i,0.41446-0.6262i,-0.45322+0.76821i,-0.1173-1.5498i,0.46035+1.7557i,-1.1956-0.61412i,1.6856-0.4174i,-0.5432-0.38299i,-0.49334-0.00086796i,0.095865+0.48884i,-0.34275+0.32432i,0.20643+0.29518i,1.0308-0.73182i,-1.175-0.35464i,-0.01966-0.17319i,1.0262-0.031455i,0.27437+0.60712i,0.0139-0.49616i,-0.16783-0.22347i,-0.40901+0.63569i,1.1937-0.28194i,-0.056908+0.4413i,-1.2138+0.33517i,0.58682+0.53444i,-0.28145-0.72747i
461,-0.63118-0.20504i,1.1849-0.34312i,0.31752+0.62249i,0.013256-0.55895i,-0.46235+0.1367i,0.085495+0.56212i,0.37052+0.33501i,-0.20256-1.0861i,-0.63211+0.99802i,0.82801+0.16061i,-0.26701+0.56039i,-0.57717-0.67827i,-0.20984-0.65126i,1.0458-0.021136i,-0.55193-0.56753i,0.058929+1.407i,0.22561+0.37957i,0.057319-0.83254i,0.19494+0.67059i,-0.19307-1.0735i,0.23897+0.53783i,-0.040039-0.63628i,0.60886+0.8019i,-0.36639+0.9051i,-0.84227-0.29944i,0.51601-0.07492i,-0.71188+0.18001i,-0.17107+0.028034i,0.72579-0.48237i,-1.2299+0.24701i,0.59736-1.2243i,0.87042+0.33254i,-0.24353+1.4205i,-0.19616-0.42093i,-0.25174-1.2173i,0.45578+0.040686i,-0.31381+1.2776i,0.67832-1.0026i,-0.96225+0.849i,0.61095+0.52317i,-0.82147-0.32958i,1.0025-0.83558i,-0.60082-0.55714i,0.41101+1.7355i,-0.19227-0.49392i,0.14275-0.95467i,-0.80047+0.39272i,1.1737-0.32632i,-0.08468+0.38125i,0.2919-0.34969i,-0.24544+1.3981i,-0.11295+0.20694i,-0.20369-0.41314i,0.50741-0.66635i,-1.006+0.82269i,0.99308-0.84991i,-0.26863-0.23909i,-0.39471+0.65808i,-0.45998-0.30753i,-0.068524-0.1481i,0.28791+0.13574i,0.69256+0.46039i,0.24746-0.21473i,-0.77156-1.0505i,0.59756+0.67318i,-0.89973-0.12915i,0.26314+0.14114i,0.077485-1.063i,0.16104+0.42483i,0.54378+0.8352i,0.55219-0.61183i,-1.1703-0.37085i,1.4116+0.24385i,0.22104+0.081648i,-0.18614-0.14465i,-0.37221+0.71702i,0.24146-0.28657i,-0.015388-0.62387i,0.22015+0.52001i,-0.67749-0.48705i,0.092288+0.48183i,0.59756-0.17564i,-0.70465-0.52854i,-0.56865+0.56951i,0.5611+0.4461i,-0.26952-0.54756i,0.093635-1.0174i,-0.060436+0.80611i,0.67479+0.50261i,0.3248-0.20006i,-0.26765-0.12425i,-0.84377+0.56042i,0.63516-1.1161i,0.0066329+0.93849i,0.22129-0.30005i,-0.70207-0.50732i,-0.53652+0.57863i,0.76405+0.055797i,0.34993+0.31798i,-1.3848-0.20208i,0.75249-0.27966i
462,-0.20322+0.6826i,-0.9051-0.40325i,1.3501-0.66904i,-0.55838-0.54167i,0.67849+1.34i,-0.57601-1.3851i,0.30925+1.0956i,-0.21914-1.2539i,0.66609+1.3298i,0.15166-0.84103i,0.030739+1.0065i,0.57573-0.59547i,-1.7679+0.44684i,1.0945-0.29181i,0.70186-0.11584i,-1.1438-0.32836i,-0.52204+0.57747i,0.7952+0.063797i,0.50553-0.67998i,-1.0083+0.86881i,0.45123-0.073757i,0.47134-0.69161i,-0.21994-0.25036i,-0.26541+1.2896i,-0.36468-1.1389i,0.66622-0.26668i,-0.65112+1.0089i,1.3909-0.57421i,0.20049+0.098825i,-0.98465+0.93441i,-0.86456-0.44042i,1.209+0.31483i,-0.090187-0.4471i,0.32106-0.36671i,-0.62324+1.0989i,0.49663-0.015883i,-0.073994-0.46679i,-0.34162-0.23179i,0.42365+0.21866i,0.30912-0.32607i,-0.58789-0.54617i,0.022654+1.4331i,0.42555-0.68018i,-0.96038-0.14596i,0.50805-0.26061i,0.40856+0.17716i,-0.84691+0.50218i,0.61801+0.54759i,-0.80813-0.3241i,0.61139-1.1221i,-0.78757+0.38749i,0.75073+1.0495i,-0.60422-0.72172i,0.089056-1.0821i,-0.037908+0.7951i,0.033299+0.61687i,0.5097-0.015551i,-0.61815-1.3786i,0.17816+0.40053i,1.0081+0.094972i,-0.13997-0.16945i,-0.64605+1.1392i,0.14654-0.24665i,-0.30218+0.47093i,-0.16486+0.067568i,0.65465-1.0535i,-0.48352+0.13923i,-0.11899+0.94049i,-0.51807-0.14564i,1.3974-0.62126i,-0.61743+1.2707i,-1.2204-0.59989i,0.70599-0.59611i,0.41928+0.18998i,-0.53521+0.13408i,0.43463-0.77711i,0.35009+1.1461i,-0.49195-0.70852i,0.15535+0.5805i,-0.058782+0.083096i,0.52482-0.67911i,0.16134-0.032418i,0.55049+0.21306i,-0.1392-0.16437i,-1.1083+0.20353i,-0.35702+0.24742i,0.91587-0.96919i,0.93216+0.42438i,-0.67995+0.58214i,0.87644-0.36432i,-0.13542-0.15728i,-0.507+0.10327i,0.78555+0.47174i,-1.0352-0.65158i,-0.15116+0.83286i,0.22651+0.27502i,-0.36401-1.1823i,0.44856+0.74794i,-0.27505+0.41245i,-0.50504-0.15947i,0.40958-0.45159i
463,-0.16692-0.96589i,0.44159+0.022447i,-0.21337-0.34714i,0.55497+0.69198i,-0.31102-0.24524i,1.0885+0.059974i,-1.195-0.28014i,0.57751+1.3934i,-0.087609+0.219i,-0.059776+0.19975i,-0.089848+0.19051i,0.1753-0.14702i,-0.60389+0.25609i,0.36352-0.65077i,-0.41854-0.88596i,-0.017464+1.4543i,0.14068-0.24056i,-0.11904-0.56052i,1.0327+0.088752i,-0.88406-0.72582i,0.36147+1.075i,-0.15102-0.56993i,0.27812+1.1809i,0.72693-0.90798i,-0.4294+0.2031i,0.6553-0.071303i,-1.1977-0.28232i,0.19063+1.0904i,0.65435-1.0044i,-0.97795+0.86451i,-0.28761-0.66075i,0.75357+1.0391i,-0.032904-1.417i,0.60639+0.8337i,-0.61953-0.36498i,-0.86777+0.39668i,0.58111-1.2257i,0.68931+1.3572i,-0.35289-0.05123i,0.87178-0.39202i,-0.6073+1.2053i,-0.45227-0.039918i,1.0288-0.77773i,-1.6895+0.42608i,-0.18681-0.11071i,0.69939-0.61689i,-0.041599-0.73295i,0.39523+1.7497i,-0.068938+0.1974i,0.058043-0.80122i,-0.10198+1.0342i,-0.08324+0.22833i,-1.195-0.56871i,0.97336-0.95401i,-0.28533+1.2871i,1.032-0.75953i,-0.29445+0.88263i,0.52455-0.59577i,-0.96046+0.91993i,-0.62164-0.816i,1.1799-0.36596i,0.13487+0.012399i,0.028207+1.0241i,-0.23728-1.0854i,-0.75951+0.36558i,0.78008+1.0316i,0.19659-0.20679i,-0.2469+0.55447i,0.29619-1.2002i,0.21421-0.013558i,-0.80949-0.12551i,0.0022548-0.18459i,1.1389+0.61584i,-0.27034-0.090738i,-0.08781+1.0299i,-0.6035-0.6861i,1.2308-0.2547i,-0.21974-0.18703i,-0.60673+1.1258i,-0.25835-0.52252i,0.15263-0.40255i,-0.24536+0.3287i,-0.23544-0.67168i,0.61398+1.3529i,-0.41693-1.6901i,0.65797+1.3315i,-0.58532-1.3853i,0.96063+0.96016i,-0.0080944-0.51347i,-0.85526-0.16021i,0.016573-0.16802i,0.75964+0.36855i,0.74465-0.043481i,-0.70571+0.58645i,-0.24134-1.2169i,0.40689+1.6783i,-1.0446-0.97541i,0.46959-0.89538i,1.2516+0.57336i,-0.15839-0.18133i,-0.43244+0.41005i
464,0.73295-0.11629i,-1.2882+0.31997i,1.2964-0.31009i,-0.66538-0.48256i,0.068071-0.15244i,0.31812+1.2887i,-0.28669-1.2618i,0.91507+0.45665i,-1.3009+0.30284i,0.67838+0.55519i,0.55878-0.73264i,-0.68379-0.55557i,0.33317+1.3071i,0.50954-0.7055i,0.17178+0.084761i,-0.67395-0.519i,0.99307+0.41693i,0.12376+0.038574i,-1.2778+0.30041i,0.43516-0.91794i,-0.52616+0.66245i,0.41911-0.93488i,-0.53573+0.7079i,0.68699+0.51764i,-0.056285+0.16534i,0.50255-0.67927i,-1.2455+0.28727i,1.279-0.29873i,-1.3029+0.27515i,1.2704-0.31219i,0.18191+0.046051i,-1.2742+0.33112i,1.2126-0.33406i,0.1595+0.11279i,0.18207+0.059171i,-0.47356+0.9119i,0.51526-0.70962i,-0.64393-0.56343i,0.06995-0.19526i,0.91354+0.46694i,0.16923+0.10227i,-0.44656+0.8889i,0.49085-0.68486i,-0.7077-0.51365i,0.93422+0.42338i,0.16309+0.050481i,0.16322+0.040152i,-0.70263-0.46428i,0.096884-0.16732i,0.28744+1.2631i,0.50863-0.63499i,0.16674+0.11118i,-1.2406+0.33255i,-0.20218-0.074693i,0.63968+0.53916i,-0.9428-0.4303i,0.71611+0.53612i,-0.86357-0.43331i,-0.13102-0.063562i,0.40734-0.93016i,0.35177+1.2759i,-0.32102-1.2653i,0.30506+1.2579i,-0.067688+0.19154i,-0.89856-0.4146i,0.44965-0.90011i,0.066467-0.11375i,0.93795+0.44233i,0.16123+0.084577i,-0.69-0.525i,-0.55848+0.687i,1.2817-0.29591i,0.2217+0.062334i,-1.3053+0.31456i,-0.1798-0.075322i,-0.17336-0.12622i,0.68118+0.54676i,-0.89102-0.4557i,0.41564-0.9339i,0.88008+0.39766i,0.14518+0.071854i,-1.3121+0.33864i,-0.17756-0.057568i,0.66601+0.53946i,0.51905-0.72497i,-1.2732+0.31459i,1.3172-0.29436i,-0.42447+0.93763i,-0.0349+0.2i,0.49728-0.68551i,-0.44311+0.9371i,-0.2982-1.2598i,0.95134+0.41882i,-1.2884+0.31764i,0.69579+0.55052i,-0.91031-0.40755i,-0.1733-0.068031i,0.48145-0.92891i,-0.51895+0.69994i,0.41966-0.88453i,0.21295+0.526i
465,0.32692+0.083844i,-0.68735-0.78316i,0.29755+0.23456i,1.0087+0.07088i,-0.77248-0.86014i,0.52252+0.33462i,0.49861+0.95772i,-0.2783-0.85225i,-0.81828+0.072204i,0.78799+1.2821i,-0.23683-1.508i,0.6608+0.5535i,-1.1068+0.61887i,-0.23475-0.22432i,-0.64088-0.1124i,0.44533+0.40517i,-0.026813-1.7469i,0.25471+1.4908i,-0.54677-0.45281i,1.2222+0.050012i,-0.46047-0.56277i,0.019385+1.2639i,0.34689-1.1822i,-0.13379+1.6476i,-0.42279+0.023218i,0.080782-0.529i,-0.090847-0.30382i,-0.28728+0.30261i,0.75108-0.79838i,-0.37368+0.38269i,0.16945-0.21732i,-1.1612+0.47173i,0.77248+0.3617i,0.66872-0.1719i,-0.62198+0.75964i,-1.2545-0.56893i,0.8722-0.15238i,-0.40636-0.20161i,0.60087+0.98598i,-0.39544-0.54885i,-0.14947-0.54219i,-0.53348+0.32203i,1.2054+0.012066i,-1.1906-0.011103i,1.3502-0.20083i,0.11392+0.56669i,-1.7535-0.0023434i,1.3216-0.40006i,0.71553-0.064581i,-0.13339+0.69278i,-1.0174+0.20795i,-0.28936+0.22636i,1.2115-0.33075i,-0.4434+0.55681i,-0.28786+0.51345i,-0.6751-0.19225i,0.081618-0.28718i,-0.39023+0.035676i,0.7307+0.32677i,-1.075-0.28018i,0.27297-1.1525i,0.511+0.65889i,0.082695+0.33046i,-0.86375-0.23666i,1.2689-0.50233i,-0.84235+0.38221i,0.5252-0.53846i,0.7063+0.60818i,-0.90203-0.31187i,-0.73472+0.5175i,0.066998-0.12479i,1.0256-0.85748i,-0.34995+1.179i,0.27291+0.11028i,-0.32742+0.22433i,-0.72381-0.91359i,-0.49363+0.38379i,0.53042-1.1834i,0.078641-0.24943i,-0.46002+0.54021i,0.9192-0.51901i,0.23867-0.26176i,-0.32838-0.13729i,-0.70994+0.89004i,1.1837-0.13229i,-0.55358+0.24216i,-0.35398+0.1282i,-0.48941+0.11203i,0.32414-0.74102i,0.82045-0.038129i,0.14742+0.84795i,-1.4385-0.10595i,0.67326-1.322i,0.3729+0.22474i,0.24961+0.56879i,-0.10597-0.09615i,-1.061+0.35157i,0.83921-0.707i,0.56183+0.023681i,-0.74524-0.5843i,0.39098+0.66925i
466,0.94782-0.29892i,-0.79953+0.73904i,-0.36738+0.44168i,-0.48904-0.9729i,0.20461-0.21147i,0.67919+1.1689i,-1.2961-0.33476i,1.1605-0.43717i,-0.95137+0.37862i,0.003687+0.133i,1.4146-0.56518i,-0.28931+0.86931i,-0.38626+0.43077i,-0.055477-1.4566i,1.0392+0.50819i,-0.33593+0.52938i,-1.2774-0.28997i,1.0737+0.48056i,-0.63541-0.069671i,-0.20755+0.24092i,0.55043+0.51915i,0.064339+0.028254i,-1.0433-1.0627i,0.81738-0.19525i,-0.26955+0.41816i,0.44894+0.87459i,-0.73423-0.010281i,0.14532+0.077682i,0.13668+0.54459i,0.31593-1.1161i,0.66175+0.10854i,-0.66982-0.56749i,-0.029218+1.6353i,-0.049321-1.45i,0.24231+1.623i,0.42102-1.3432i,-0.92233+1.17i,0.11322-1.108i,0.33591+1.4464i,0.069517-0.72465i,-0.20982-0.70199i,0.073707+1.4939i,-0.2514-1.2307i,-0.40857+0.96472i,0.4458-0.083629i,-0.49144+0.3553i,1.1327-0.96194i,-0.89486-0.74521i,0.38734+1.3004i,0.12637+0.24469i,-0.7425-0.38567i,-0.3413-0.4944i,1.3873+0.073886i,-0.12558-0.14615i,0.2395+0.61389i,0.48811-0.45041i,0.10565+0.22427i,-1.0538-0.51281i,0.22832-0.55082i,1.128+1.0803i,-0.91607-0.34059i,-0.1613-0.20863i,0.2497+0.29598i,0.15344+0.90413i,0.19284-0.70104i,-1.1891+0.3074i,0.70397+0.59723i,0.093679-1.2722i,-0.64921+0.17202i,-0.3415+0.26995i,0.4267-1.3163i,-0.089388+0.43209i,0.41789+0.45206i,0.24186+0.46154i,-0.69115-0.083126i,0.58571+0.54225i,-0.0679+0.18956i,-0.214-0.39155i,-0.58289+0.18579i,0.59197-0.93339i,0.0026348+0.45356i,-0.20303-0.43466i,0.47787-0.34182i,-0.49157+0.83581i,0.97538-0.34346i,-0.63274-0.78823i,0.0053088+1.1626i,-0.71014-0.67179i,0.82503+1.2803i,-0.078709-0.60958i,-0.047371-0.21873i,-0.56625+0.44344i,-0.38772-0.3998i,0.21395-0.13588i,-0.40756-0.32494i,0.63782-0.43971i,-0.022534+0.8667i,0.23935+0.82915i,0.49707-0.99152i,-1.1388-0.3211i,0.57651+0.34501i
467,-0.69546-0.25305i,0.91601+0.018652i,-0.9563-0.13403i,1.1619-0.36134i,-1.3737+0.57658i,0.89405+0.69602i,-0.19322-0.4608i,-1.0209-0.096668i,0.43747-0.18967i,-0.21822-0.67439i,0.58755+1.412i,-0.47227-0.0048016i,-0.54333-0.82464i,0.90891+0.067743i,-0.39553-0.8587i,0.68991+1.3496i,-0.042677+0.19409i,-0.22372+0.50897i,-0.39375-1.7512i,-0.066301+0.77913i,-0.18241-0.65206i,0.79912+0.3401i,-0.14109+1.0744i,-0.22404-0.4509i,0.097195-0.92444i,-0.42522+0.61903i,0.57256-0.1358i,-0.54114+0.14651i,-0.29632+0.36386i,0.031731-0.98817i,0.60702+1.3692i,-0.19356-0.40838i,0.019651+0.69601i,-0.47102-0.031187i,1.0108-0.76734i,-0.52852-0.42998i,-0.67481+0.97371i,0.25937-1.3815i,0.95405+0.99219i,-0.51064+0.26501i,-0.33378+0.42544i,1.0331-0.70654i,-0.032445+0.46189i,-0.38084-0.76569i,-0.15164+0.27231i,0.72232-0.17286i,-1.0362+0.85798i,0.30485-1.3806i,0.73738+1.3145i,-0.61386+0.30329i,0.27443-1.2926i,0.8974+0.43542i,-0.16276-0.1273i,-0.39235+0.74559i,0.48864-0.68203i,-1.3838+0.57704i,0.43407-0.18654i,-0.17656-0.63829i,1.4288+0.2355i,-1.747+0.42433i,0.95345-0.95192i,-0.15317+0.27076i,-0.59672+0.057458i,0.62547+0.40505i,-1.0531-0.079187i,1.3495-0.71096i,-1.3707+0.59685i,0.82756+0.038982i,0.13031-0.95519i,-0.65765+1.0238i,0.59493+0.57111i,-0.2984-1.0383i,0.66675-0.20281i,-0.74462+0.46772i,0.05204-1.0362i,0.054096+1.4352i,-0.90556-0.43316i,0.44339-0.21857i,0.17915-0.37811i,0.47342+0.81915i,0.19378-0.78433i,-0.43837+0.11679i,0.38847+0.19696i,0.42851+0.28676i,0.36123-0.28241i,-1.0573+0.30156i,-0.059889-0.055618i,0.289+0.23655i,-1.0284-0.088002i,0.58669-1.2119i,-0.44299+0.54021i,0.6504+0.39517i,-0.51513-0.83231i,0.82989+0.99818i,-0.91119-1.0005i,1.1096+0.62752i,-0.81739+0.63947i,1.0125-0.76003i,-0.32385+0.85763i,-0.98764+0.019281i,0.42679-0.39909i
